JanDateTime,2021-01-01_14,2022-01-01_14,01_Avg,AugDateTime,2021-08-01_14,2022-08-01_14,08_Avg
 01/01  03:20:00,0.058513612435273,0.032860273601989,0.041698982223674, 08/01  03:20:00,0.050673233830667,0.033778650487115,0.037876177531652
 01/01  03:25:00,0.058513612435273,0.032860273601989,0.041698982223674, 08/01  03:25:00,0.050673233830667,0.033778650487115,0.037876177531652
 01/01  03:30:00,0.058513612435273,0.032860273601989,0.041698982223674, 08/01  03:30:00,0.050673233830667,0.033778650487115,0.037876177531652
 01/01  03:35:00,0.058513612435273,0.032860273601989,0.041698982223674, 08/01  03:35:00,0.050673233830667,0.033778650487115,0.037876177531652
 01/01  03:40:00,0.058513612435273,0.032860273601989,0.041698982223674, 08/01  03:40:00,0.050673233830667,0.033778650487115,0.037876177531652
 01/01  03:45:00,0.058513612435273,0.032860273601989,0.041698982223674, 08/01  03:45:00,0.050673233830667,0.033778650487115,0.037876177531652
 01/01  03:50:00,0.058513612435273,0.032860273601989,0.041698982223674, 08/01  03:50:00,0.050673233830667,0.033778650487115,0.037876177531652
 01/01  03:55:00,0.058513612435273,0.032860273601989,0.041698982223674, 08/01  03:55:00,0.050673233830667,0.033778650487115,0.037876177531652
 01/01  04:00:00,0.058513612435273,0.032860273601989,0.041698982223674, 08/01  04:00:00,0.050673233830667,0.033778650487115,0.037876177531652
 01/01  04:05:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:05:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:10:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:10:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:15:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:15:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:20:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:20:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:25:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:25:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:30:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:30:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:35:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:35:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:40:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:40:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:45:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:45:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:50:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:50:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  04:55:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  04:55:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  05:00:00,0.060374170482983,0.032086059874358,0.041832563779855, 08/01  05:00:00,0.048953199575433,0.034366009334675,0.037903912892275
 01/01  05:05:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:05:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:10:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:10:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:15:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:15:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:20:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:20:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:25:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:25:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:30:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:30:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:35:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:35:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:40:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:40:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:45:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:45:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:50:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:50:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  05:55:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  05:55:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  06:00:00,0.057685072657852,0.030629172124419,0.039951125218572, 08/01  06:00:00,0.048670088545216,0.037512156813423,0.040218345306054
 01/01  06:05:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:05:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:10:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:10:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:15:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:15:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:20:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:20:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:25:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:25:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:30:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:30:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:35:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:35:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:40:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:40:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:45:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:45:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:50:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:50:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  06:55:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  06:55:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  07:00:00,0.057090775082849,0.030509524675759,0.039667939830806, 08/01  07:00:00,0.048627521152244,0.047524095049368,0.047791714451767
 01/01  07:05:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:05:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:10:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:10:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:15:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:15:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:20:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:20:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:25:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:25:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:30:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:30:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:35:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:35:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:40:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:40:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:45:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:45:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:50:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:50:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  07:55:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  07:55:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  08:00:00,0.058655786169567,0.029127224639759,0.039301118692132, 08/01  08:00:00,0.045756757566002,0.047282161866783,0.046912198000305
 01/01  08:05:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:05:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:10:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:10:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:15:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:15:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:20:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:20:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:25:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:25:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:30:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:30:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:35:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:35:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:40:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:40:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:45:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:45:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:50:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:50:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  08:55:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  08:55:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  09:00:00,0.058474002123709,0.030684722039297,0.040259356790303, 08/01  09:00:00,0.056656531200355,0.047306813947943,0.049574447219594
 01/01  09:05:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:05:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:10:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:10:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:15:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:15:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:20:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:20:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:25:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:25:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:30:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:30:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:35:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:35:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:40:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:40:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:45:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:45:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:50:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:50:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  09:55:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  09:55:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  10:00:00,0.064496175233829,0.031023361825112,0.042556224911293, 08/01  10:00:00,0.059814941619081,0.05365970158724,0.055152562463606
 01/01  10:05:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:05:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:10:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:10:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:15:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:15:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:20:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:20:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:25:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:25:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:30:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:30:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:35:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:35:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:40:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:40:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:45:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:45:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:50:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:50:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  10:55:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  10:55:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  11:00:00,0.096970030659799,0.041247611985609,0.060446447098552, 08/01  11:00:00,0.065966462922067,0.06566957400414,0.065741579945079
 01/01  11:05:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:05:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:10:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:10:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:15:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:15:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:20:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:20:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:25:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:25:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:30:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:30:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:35:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:35:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:40:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:40:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:45:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:45:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:50:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:50:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  11:55:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  11:55:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  12:00:00,0.075966861519373,0.043939849903956,0.054974570395181, 08/01  12:00:00,0.077348597724559,0.079352108347786,0.078866186984958
 01/01  12:05:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:05:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:10:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:10:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:15:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:15:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:20:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:20:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:25:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:25:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:30:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:30:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:35:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:35:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:40:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:40:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:45:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:45:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:50:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:50:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  12:55:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  12:55:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  13:00:00,0.080485876644447,0.04354308875527,0.056271511357379, 08/01  13:00:00,0.066721838638605,0.042370960037897,0.048276899331909
 01/01  13:05:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:05:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:10:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:10:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:15:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:15:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:20:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:20:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:25:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:25:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:30:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:30:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:35:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:35:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:40:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:40:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:45:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:45:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:50:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:50:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  13:55:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  13:55:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  14:00:00,0.076575273113439,0.042242119496559,0.054071407795259, 08/01  14:00:00,0.074207198622324,0.046014881738461,0.052852504101245
 01/01  14:05:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:05:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:10:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:10:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:15:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:15:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:20:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:20:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:25:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:25:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:30:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:30:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:35:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:35:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:40:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:40:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:45:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:45:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:50:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:50:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  14:55:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  14:55:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  15:00:00,0.074453657224078,0.041628680663294,0.052938335333195, 08/01  15:00:00,0.065293902640677,0.06194680794863,0.062758595415796
 01/01  15:05:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:05:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:10:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:10:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:15:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:15:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:20:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:20:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:25:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:25:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:30:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:30:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:35:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:35:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:40:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:40:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:45:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:45:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:50:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:50:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  15:55:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  15:55:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  16:00:00,0.07428277689768,0.040845968230173,0.052366426092276, 08/01  16:00:00,0.071455623324807,0.054631983727338,0.05871230443347
 01/01  16:05:00,0.082409843094259,0.0451537725037,0.057990134837621, 08/01  16:05:00,0.07110863856728,0.092508165146976,0.087318031888432
 01/01  16:10:00,0.082409843094259,0.0451537725037,0.057990134837621, 08/01  16:10:00,0.07110863856728,0.092508165146976,0.087318031888432
 01/01  16:15:00,0.082409843094259,0.0451537725037,0.057990134837621, 08/01  16:15:00,0.07110863856728,0.092508165146976,0.087318031888432
 01/01  16:20:00,0.082409843094259,0.0451537725037,0.057990134837621, 08/01  16:20:00,0.07110863856728,0.092508165146976,0.087318031888432
 01/01  16:25:00,0.082409843094259,0.0451537725037,0.057990134837621, 08/01  16:25:00,0.07110863856728,0.092508165146976,0.087318031888432
 01/01  16:30:00,0.082409843094259,0.0451537725037,0.057990134837621, 08/01  16:30:00,0.07110863856728,0.092508165146976,0.087318031888432
