JanDateTime,TOU_Winter,2019-01_Raw,2020-01_Raw,2021-01_Raw,2022-01_Raw,01_Avg_Raw,2019-01,2020-01-01_14,2021-01-01_14,2022-01-01_14,01_Avg,AugDateTime,TOU_Summer,2019-08_Raw,2020-08_Raw,2021-08_Raw,2022-08_Raw,08_Avg_Raw,2019-08-01_14,2020-08-01_14,2021-08-01_14,2022-08-01_14,08_Avg,08_B=0.1,08_B=0.2,08_B=0.3,08_B=0.4
 01/01  01:10:00,0.37373,32.52,25.91,31.63,58.17,37.0575,0.303195872330784,0.327307255395361,0.352708597373214,0.383096433436256,0.346382290686869, 08/01  01:10:00,0.4247,30.28,23.57,60.88,80.93,48.915,0.402846636328545,0.282110411552444,0.420094215258192,0.39360276036638,0.384214191449537,0.396477363716057,0.408740535982578,0.421003708249098,0.433266880515619
 01/01  01:15:00,0.37373,32.52,25.91,31.63,58.17,37.0575,0.303195872330784,0.327307255395361,0.352708597373214,0.383096433436256,0.346382290686869, 08/01  01:15:00,0.4247,30.28,23.57,60.88,80.93,48.915,0.402846636328545,0.282110411552444,0.420094215258192,0.39360276036638,0.384214191449537,0.396477363716057,0.408740535982578,0.421003708249098,0.433266880515619
 01/01  01:20:00,0.37373,33.55,26.02,30.56,58.62,37.1875,0.312798939627853,0.328696826915758,0.340776943905324,0.386060046897599,0.347597421167589, 08/01  01:20:00,0.4247,31.27,20.92,56.9,86.88,48.9925,0.416017645904676,0.25039243995236,0.392630762946635,0.42254056370482,0.384822933140988,0.396947096838576,0.409071260536164,0.421195424233752,0.433319587931339
 01/01  01:25:00,0.37373,33.55,26.02,30.56,58.62,37.1875,0.312798939627853,0.328696826915758,0.340776943905324,0.386060046897599,0.347597421167589, 08/01  01:25:00,0.4247,31.27,20.92,56.9,86.88,48.9925,0.416017645904676,0.25039243995236,0.392630762946635,0.42254056370482,0.384822933140988,0.396947096838576,0.409071260536164,0.421195424233752,0.433319587931339
 01/01  01:30:00,0.37373,33.55,26.02,30.56,58.62,37.1875,0.312798939627853,0.328696826915758,0.340776943905324,0.386060046897599,0.347597421167589, 08/01  01:30:00,0.4247,31.27,20.92,56.9,86.88,48.9925,0.416017645904676,0.25039243995236,0.392630762946635,0.42254056370482,0.384822933140988,0.396947096838576,0.409071260536164,0.421195424233752,0.433319587931339
 01/01  01:35:00,0.37373,32.43,25.76,30.59,58.13,36.7275,0.302356769363079,0.325412385140274,0.341111476245546,0.382833001128582,0.343297728697348, 08/01  01:35:00,0.4247,29.27,20.91,58.98,82.98,48.035,0.389409545750876,0.250272749493492,0.40698352194363,0.403572927903154,0.377302027727252,0.391143619873266,0.404985212019281,0.418826804165296,0.432668396311311
 01/01  01:40:00,0.37373,32.43,25.76,30.59,58.13,36.7275,0.302356769363079,0.325412385140274,0.341111476245546,0.382833001128582,0.343297728697348, 08/01  01:40:00,0.4247,29.27,20.91,58.98,82.98,48.035,0.389409545750876,0.250272749493492,0.40698352194363,0.403572927903154,0.377302027727252,0.391143619873266,0.404985212019281,0.418826804165296,0.432668396311311
 01/01  01:45:00,0.37373,32.43,25.76,30.59,58.13,36.7275,0.302356769363079,0.325412385140274,0.341111476245546,0.382833001128582,0.343297728697348, 08/01  01:45:00,0.4247,29.27,20.91,58.98,82.98,48.035,0.389409545750876,0.250272749493492,0.40698352194363,0.403572927903154,0.377302027727252,0.391143619873266,0.404985212019281,0.418826804165296,0.432668396311311
 01/01  01:50:00,0.37373,32.4,25.33,29.33,57.62,36.17,0.302077068373844,0.319980423742358,0.327061117956255,0.379474239205726,0.338086688366567, 08/01  01:50:00,0.4247,27.68,18.88,59.14,78.01,45.9275,0.368256106128604,0.225975586343239,0.408087580328014,0.379401350996927,0.360748181085528,0.378369909477036,0.395991637868544,0.413613366260053,0.431235094651561
 01/01  01:55:00,0.37373,32.4,25.33,29.33,57.62,36.17,0.302077068373844,0.319980423742358,0.327061117956255,0.379474239205726,0.338086688366567, 08/01  01:55:00,0.4247,27.68,18.88,59.14,78.01,45.9275,0.368256106128604,0.225975586343239,0.408087580328014,0.379401350996927,0.360748181085528,0.378369909477036,0.395991637868544,0.413613366260053,0.431235094651561
 01/01  02:00:00,0.37373,32.4,25.33,29.33,57.62,36.17,0.302077068373844,0.319980423742358,0.327061117956255,0.379474239205726,0.338086688366567, 08/01  02:00:00,0.4247,27.68,18.88,59.14,78.01,45.9275,0.368256106128604,0.225975586343239,0.408087580328014,0.379401350996927,0.360748181085528,0.378369909477036,0.395991637868544,0.413613366260053,0.431235094651561
 01/01  02:05:00,0.37373,36.77,26.21,33.62,58.62,38.805,0.342820179139081,0.331096995905535,0.374899242607886,0.386060046897599,0.362716448495013, 08/01  02:05:00,0.4247,29.25,20.37,61.7,79.66,47.745,0.389143464749338,0.243809464714607,0.425752514478161,0.38742611998994,0.375024155591498,0.389385908834164,0.403747662076831,0.418109415319497,0.432471168562164
 01/01  02:10:00,0.37373,36.77,26.21,33.62,58.62,38.805,0.342820179139081,0.331096995905535,0.374899242607886,0.386060046897599,0.362716448495013, 08/01  02:10:00,0.4247,29.25,20.37,61.7,79.66,47.745,0.389143464749338,0.243809464714607,0.425752514478161,0.38742611998994,0.375024155591498,0.389385908834164,0.403747662076831,0.418109415319497,0.432471168562164
 01/01  02:15:00,0.37373,36.77,26.21,33.62,58.62,38.805,0.342820179139081,0.331096995905535,0.374899242607886,0.386060046897599,0.362716448495013, 08/01  02:15:00,0.4247,29.25,20.37,61.7,79.66,47.745,0.389143464749338,0.243809464714607,0.425752514478161,0.38742611998994,0.375024155591498,0.389385908834164,0.403747662076831,0.418109415319497,0.432471168562164
 01/01  02:20:00,0.37373,35.9,28.24,30.61,62.15,39.225,0.334708850451265,0.356740906691045,0.341334497805693,0.409307948049911,0.366642254663494, 08/01  02:20:00,0.4247,28.09,20.4,61.7,77.66,46.9625,0.373710766660133,0.244168536091211,0.425752514478161,0.377699127271137,0.368877828190716,0.384643119564864,0.400408410939013,0.416173702313161,0.43193899368731
 01/01  02:25:00,0.37373,35.9,28.24,30.61,62.15,39.225,0.334708850451265,0.356740906691045,0.341334497805693,0.409307948049911,0.366642254663494, 08/01  02:25:00,0.4247,28.09,20.4,61.7,77.66,46.9625,0.373710766660133,0.244168536091211,0.425752514478161,0.377699127271137,0.368877828190716,0.384643119564864,0.400408410939013,0.416173702313161,0.43193899368731
 01/01  02:30:00,0.37373,35.9,28.24,30.61,62.15,39.225,0.334708850451265,0.356740906691045,0.341334497805693,0.409307948049911,0.366642254663494, 08/01  02:30:00,0.4247,28.09,20.4,61.7,77.66,46.9625,0.373710766660133,0.244168536091211,0.425752514478161,0.377699127271137,0.368877828190716,0.384643119564864,0.400408410939013,0.416173702313161,0.43193899368731
 01/01  02:35:00,0.37373,33.52,26.27,31.3,63.39,38.62,0.312519238638618,0.331854944007569,0.349028741630781,0.417474349587834,0.360987224349373, 08/01  02:35:00,0.4247,27.94,20.4,59.58,77.18,46.275,0.371715159148598,0.244168536091211,0.41112374088507,0.375364649018624,0.363477700282681,0.380476132187684,0.397474564092687,0.414472995997691,0.431471427902694
 01/01  02:40:00,0.37373,33.52,26.27,31.3,63.39,38.62,0.312519238638618,0.331854944007569,0.349028741630781,0.417474349587834,0.360987224349373, 08/01  02:40:00,0.4247,27.94,20.4,59.58,77.18,46.275,0.371715159148598,0.244168536091211,0.41112374088507,0.375364649018624,0.363477700282681,0.380476132187684,0.397474564092687,0.414472995997691,0.431471427902694
 01/01  02:45:00,0.37373,33.52,26.27,31.3,63.39,38.62,0.312519238638618,0.331854944007569,0.349028741630781,0.417474349587834,0.360987224349373, 08/01  02:45:00,0.4247,27.94,20.4,59.58,77.18,46.275,0.371715159148598,0.244168536091211,0.41112374088507,0.375364649018624,0.363477700282681,0.380476132187684,0.397474564092687,0.414472995997691,0.431471427902694
 01/01  02:50:00,0.37373,33.69,25.69,29.79,66.76,38.9825,0.31410421091095,0.324528112354566,0.332190613839647,0.439668521509446,0.364375568959074, 08/01  02:50:00,0.4247,27.46,18.45,54.43,68.22,42.14,0.365329215111686,0.220828896611904,0.375586861637704,0.331787721638384,0.330998385519442,0.355413597199114,0.379828808878786,0.404244020558459,0.428659232238131
 01/01  02:55:00,0.37373,33.69,25.69,29.79,66.76,38.9825,0.31410421091095,0.324528112354566,0.332190613839647,0.439668521509446,0.364375568959074, 08/01  02:55:00,0.4247,27.46,18.45,54.43,68.22,42.14,0.365329215111686,0.220828896611904,0.375586861637704,0.331787721638384,0.330998385519442,0.355413597199114,0.379828808878786,0.404244020558459,0.428659232238131
 01/01  03:00:00,0.37373,33.69,25.69,29.79,66.76,38.9825,0.31410421091095,0.324528112354566,0.332190613839647,0.439668521509446,0.364375568959074, 08/01  03:00:00,0.4247,27.46,18.45,54.43,68.22,42.14,0.365329215111686,0.220828896611904,0.375586861637704,0.331787721638384,0.330998385519442,0.355413597199114,0.379828808878786,0.404244020558459,0.428659232238131
 01/01  03:05:00,0.37373,37.12,26.36,30.63,67.84,40.4875,0.346083357346823,0.332991866160622,0.34155751936584,0.446781193816669,0.378443041062797, 08/01  03:05:00,0.4247,28.2,21.73,66.01,76.65,48.1475,0.375174212168592,0.260087367120687,0.455493087207511,0.372786995948141,0.378185685021294,0.391825490534986,0.40546529604868,0.419105101562373,0.432744907076066
 01/01  03:10:00,0.37373,37.12,26.36,30.63,67.84,40.4875,0.346083357346823,0.332991866160622,0.34155751936584,0.446781193816669,0.378443041062797, 08/01  03:10:00,0.4247,28.2,21.73,66.01,76.65,48.1475,0.375174212168592,0.260087367120687,0.455493087207511,0.372786995948141,0.378185685021294,0.391825490534986,0.40546529604868,0.419105101562373,0.432744907076066
 01/01  03:15:00,0.37373,37.12,26.36,30.63,67.84,40.4875,0.346083357346823,0.332991866160622,0.34155751936584,0.446781193816669,0.378443041062797, 08/01  03:15:00,0.4247,28.2,21.73,66.01,76.65,48.1475,0.375174212168592,0.260087367120687,0.455493087207511,0.372786995948141,0.378185685021294,0.391825490534986,0.40546529604868,0.419105101562373,0.432744907076066
 01/01  03:20:00,0.37373,36.87,26.17,30.41,72.66,41.5275,0.343752515769865,0.330591697170845,0.339104282204218,0.478524786891497,0.38816408490856, 08/01  03:20:00,0.4247,28.01,20.57,52.66,69.52,42.69,0.372646442653981,0.246203273891972,0.363373215760453,0.338110266905607,0.33531848784587,0.358747187100858,0.382175886355847,0.405604585610835,0.429033284865824
 01/01  03:25:00,0.37373,36.87,26.17,30.41,72.66,41.5275,0.343752515769865,0.330591697170845,0.339104282204218,0.478524786891497,0.38816408490856, 08/01  03:25:00,0.4247,28.01,20.57,52.66,69.52,42.69,0.372646442653981,0.246203273891972,0.363373215760453,0.338110266905607,0.33531848784587,0.358747187100858,0.382175886355847,0.405604585610835,0.429033284865824
 01/01  03:30:00,0.37373,36.87,26.17,30.41,72.66,41.5275,0.343752515769865,0.330591697170845,0.339104282204218,0.478524786891497,0.38816408490856, 08/01  03:30:00,0.4247,28.01,20.57,52.66,69.52,42.69,0.372646442653981,0.246203273891972,0.363373215760453,0.338110266905607,0.33531848784587,0.358747187100858,0.382175886355847,0.405604585610835,0.429033284865824
 01/01  03:35:00,0.37373,33.66,26.18,31.09,70.74,40.4175,0.313824509921715,0.330718021854517,0.346687015249232,0.465880036123101,0.377788740034717, 08/01  03:35:00,0.4247,27.82,20.16,52.45,75.05,43.87,0.37011867313937,0.241295965078374,0.361924139130949,0.365005401773098,0.344587071018935,0.365899252708237,0.38721143439754,0.408523616086844,0.429835797776147
 01/01  03:40:00,0.37373,33.66,26.18,31.09,70.74,40.4175,0.313824509921715,0.330718021854517,0.346687015249232,0.465880036123101,0.377788740034717, 08/01  03:40:00,0.4247,27.82,20.16,52.45,75.05,43.87,0.37011867313937,0.241295965078374,0.361924139130949,0.365005401773098,0.344587071018935,0.365899252708237,0.38721143439754,0.408523616086844,0.429835797776147
 01/01  03:45:00,0.37373,33.66,26.18,31.09,70.74,40.4175,0.313824509921715,0.330718021854517,0.346687015249232,0.465880036123101,0.377788740034717, 08/01  03:45:00,0.4247,27.82,20.16,52.45,75.05,43.87,0.37011867313937,0.241295965078374,0.361924139130949,0.365005401773098,0.344587071018935,0.365899252708237,0.38721143439754,0.408523616086844,0.429835797776147
 01/01  03:50:00,0.37373,34,28.05,29.53,69.71,40.3225,0.316994454466379,0.354340737701269,0.32929133355773,0.459096654200472,0.376900760068037, 08/01  03:50:00,0.4247,27.07,18.61,51.32,69.16,41.54,0.360140635581695,0.222743943953796,0.354126726791235,0.336359408216222,0.326285546617883,0.351776953669938,0.377268360721993,0.402759767774048,0.428251174826103
 01/01  03:55:00,0.37373,34,28.05,29.53,69.71,40.3225,0.316994454466379,0.354340737701269,0.32929133355773,0.459096654200472,0.376900760068037, 08/01  03:55:00,0.4247,27.07,18.61,51.32,69.16,41.54,0.360140635581695,0.222743943953796,0.354126726791235,0.336359408216222,0.326285546617883,0.351776953669938,0.377268360721993,0.402759767774048,0.428251174826103
 01/01  04:00:00,0.37373,34,28.05,29.53,69.71,40.3225,0.316994454466379,0.354340737701269,0.32929133355773,0.459096654200472,0.376900760068037, 08/01  04:00:00,0.4247,27.07,18.61,51.32,69.16,41.54,0.360140635581695,0.222743943953796,0.354126726791235,0.336359408216222,0.326285546617883,0.351776953669938,0.377268360721993,0.402759767774048,0.428251174826103
 01/01  04:05:00,0.37373,34.59,28.29,29.5,68.23,40.1525,0.322495240588002,0.357372530109408,0.328956801217509,0.4493496588165,0.375311743285556, 08/01  04:05:00,0.4247,27.41,24.46,63.71,81.88,49.365,0.364664012607841,0.292762862391717,0.439622247931988,0.398223081907812,0.387748820625706,0.399204846362939,0.410660872100173,0.422116897837407,0.43357292357464
 01/01  04:10:00,0.37373,34.59,28.29,29.5,68.23,40.1525,0.322495240588002,0.357372530109408,0.328956801217509,0.4493496588165,0.375311743285556, 08/01  04:10:00,0.4247,27.41,24.46,63.71,81.88,49.365,0.364664012607841,0.292762862391717,0.439622247931988,0.398223081907812,0.387748820625706,0.399204846362939,0.410660872100173,0.422116897837407,0.43357292357464
 01/01  04:15:00,0.37373,34.59,28.29,29.5,68.23,40.1525,0.322495240588002,0.357372530109408,0.328956801217509,0.4493496588165,0.375311743285556, 08/01  04:15:00,0.4247,27.41,24.46,63.71,81.88,49.365,0.364664012607841,0.292762862391717,0.439622247931988,0.398223081907812,0.387748820625706,0.399204846362939,0.410660872100173,0.422116897837407,0.43357292357464
 01/01  04:20:00,0.37373,36.24,29.29,29.95,68.02,40.875,0.337878794995929,0.370004998476654,0.333974786320827,0.447966639201206,0.382065064611098, 08/01  04:20:00,0.4247,27.85,22.32,63.26,82.95,49.095,0.370517794641677,0.267149104193914,0.436517083725907,0.403427023012372,0.385628043120004,0.39756835677481,0.409508670429616,0.421448984084422,0.433389297739228
 01/01  04:25:00,0.37373,36.24,29.29,29.95,68.02,40.875,0.337878794995929,0.370004998476654,0.333974786320827,0.447966639201206,0.382065064611098, 08/01  04:25:00,0.4247,27.85,22.32,63.26,82.95,49.095,0.370517794641677,0.267149104193914,0.436517083725907,0.403427023012372,0.385628043120004,0.39756835677481,0.409508670429616,0.421448984084422,0.433389297739228
 01/01  04:30:00,0.37373,36.24,29.29,29.95,68.02,40.875,0.337878794995929,0.370004998476654,0.333974786320827,0.447966639201206,0.382065064611098, 08/01  04:30:00,0.4247,27.85,22.32,63.26,82.95,49.095,0.370517794641677,0.267149104193914,0.436517083725907,0.403427023012372,0.385628043120004,0.39756835677481,0.409508670429616,0.421448984084422,0.433389297739228
 01/01  04:35:00,0.37373,36.05,29.84,30.31,70.38,41.645,0.33610735539744,0.37695285607864,0.337989174403481,0.463509145354027,0.38926237591998, 08/01  04:35:00,0.4247,28.1,22.24,60.91,96.02,51.8175,0.373843807160902,0.266191580522968,0.420301226205264,0.466992920429752,0.407012549635825,0.414069626788445,0.421126703941066,0.428183781093686,0.435240858246307
 01/01  04:40:00,0.37373,36.05,29.84,30.31,70.38,41.645,0.33610735539744,0.37695285607864,0.337989174403481,0.463509145354027,0.38926237591998, 08/01  04:40:00,0.4247,28.1,22.24,60.91,96.02,51.8175,0.373843807160902,0.266191580522968,0.420301226205264,0.466992920429752,0.407012549635825,0.414069626788445,0.421126703941066,0.428183781093686,0.435240858246307
 01/01  04:45:00,0.37373,36.05,29.84,30.31,70.38,41.645,0.33610735539744,0.37695285607864,0.337989174403481,0.463509145354027,0.38926237591998, 08/01  04:45:00,0.4247,28.1,22.24,60.91,96.02,51.8175,0.373843807160902,0.266191580522968,0.420301226205264,0.466992920429752,0.407012549635825,0.414069626788445,0.421126703941066,0.428183781093686,0.435240858246307
 01/01  04:50:00,0.37373,35.85,29.84,29.96,72.51,42.04,0.334242682135873,0.37695285607864,0.334086297100901,0.477536915737716,0.392954503149861, 08/01  04:50:00,0.4247,30.84,20.46,61.93,75.42,47.1625,0.410296904371609,0.244886678844421,0.427339598405713,0.366804895426077,0.370448774491236,0.38585533407459,0.401261893657944,0.416668453241298,0.432075012824653
 01/01  04:55:00,0.37373,35.85,29.84,29.96,72.51,42.04,0.334242682135873,0.37695285607864,0.334086297100901,0.477536915737716,0.392954503149861, 08/01  04:55:00,0.4247,30.84,20.46,61.93,75.42,47.1625,0.410296904371609,0.244886678844421,0.427339598405713,0.366804895426077,0.370448774491236,0.38585533407459,0.401261893657944,0.416668453241298,0.432075012824653
 01/01  05:00:00,0.37373,35.85,29.84,29.96,72.51,42.04,0.334242682135873,0.37695285607864,0.334086297100901,0.477536915737716,0.392954503149861, 08/01  05:00:00,0.4247,30.84,20.46,61.93,75.42,47.1625,0.410296904371609,0.244886678844421,0.427339598405713,0.366804895426077,0.370448774491236,0.38585533407459,0.401261893657944,0.416668453241298,0.432075012824653
 01/01  05:05:00,0.37373,33.51,29.12,29.53,74.39,41.6375,0.31242600497554,0.367857478854222,0.32929133355773,0.489918234198438,0.3891922722384, 08/01  05:05:00,0.4247,28.56,20.47,65.38,75.42,47.4575,0.379963670196276,0.245006369303289,0.451145857318998,0.366804895426077,0.372765920284502,0.387643350476434,0.402520780668367,0.4173982108603,0.432275641052233
 01/01  05:10:00,0.37373,33.51,29.12,29.53,74.39,41.6375,0.31242600497554,0.367857478854222,0.32929133355773,0.489918234198438,0.3891922722384, 08/01  05:10:00,0.4247,28.56,20.47,65.38,75.42,47.4575,0.379963670196276,0.245006369303289,0.451145857318998,0.366804895426077,0.372765920284502,0.387643350476434,0.402520780668367,0.4173982108603,0.432275641052233
 01/01  05:15:00,0.37373,33.51,29.12,29.53,74.39,41.6375,0.31242600497554,0.367857478854222,0.32929133355773,0.489918234198438,0.3891922722384, 08/01  05:15:00,0.4247,28.56,20.47,65.38,75.42,47.4575,0.379963670196276,0.245006369303289,0.451145857318998,0.366804895426077,0.372765920284502,0.387643350476434,0.402520780668367,0.4173982108603,0.432275641052233
 01/01  05:20:00,0.37373,34.52,28.97,29.55,77.76,42.7,0.321842604946453,0.365962608599136,0.329514355117877,0.51211240612005,0.399123627128903, 08/01  05:20:00,0.4247,30.36,20.49,70.26,82.43,50.885,0.403910960334697,0.245245750221026,0.484819638042716,0.400898004905483,0.399688012509653,0.408417676636851,0.417147340764049,0.425877004891248,0.434606669018446
 01/01  05:25:00,0.37373,34.52,28.97,29.55,77.76,42.7,0.321842604946453,0.365962608599136,0.329514355117877,0.51211240612005,0.399123627128903, 08/01  05:25:00,0.4247,30.36,20.49,70.26,82.43,50.885,0.403910960334697,0.245245750221026,0.484819638042716,0.400898004905483,0.399688012509653,0.408417676636851,0.417147340764049,0.425877004891248,0.434606669018446
 01/01  05:30:00,0.37373,34.52,28.97,29.55,77.76,42.7,0.321842604946453,0.365962608599136,0.329514355117877,0.51211240612005,0.399123627128903, 08/01  05:30:00,0.4247,30.36,20.49,70.26,82.43,50.885,0.403910960334697,0.245245750221026,0.484819638042716,0.400898004905483,0.399688012509653,0.408417676636851,0.417147340764049,0.425877004891248,0.434606669018446
 01/01  05:35:00,0.37373,36.49,29.11,30.93,94.38,47.7275,0.340209636572887,0.36773115417055,0.344902842768052,0.62156852995898,0.446116461681375, 08/01  05:35:00,0.4247,31.44,20.85,84.01,91.47,56.9425,0.41827933441775,0.249554606740282,0.579699655450734,0.444864011994474,0.447268048586635,0.445132623600155,0.442997198613676,0.440861773627196,0.438726348640716
 01/01  05:40:00,0.37373,36.49,29.11,30.93,94.38,47.7275,0.340209636572887,0.36773115417055,0.344902842768052,0.62156852995898,0.446116461681375, 08/01  05:40:00,0.4247,31.44,20.85,84.01,91.47,56.9425,0.41827933441775,0.249554606740282,0.579699655450734,0.444864011994474,0.447268048586635,0.445132623600155,0.442997198613676,0.440861773627196,0.438726348640716
 01/01  05:45:00,0.37373,36.49,29.11,30.93,94.38,47.7275,0.340209636572887,0.36773115417055,0.344902842768052,0.62156852995898,0.446116461681375, 08/01  05:45:00,0.4247,31.44,20.85,84.01,91.47,56.9425,0.41827933441775,0.249554606740282,0.579699655450734,0.444864011994474,0.447268048586635,0.445132623600155,0.442997198613676,0.440861773627196,0.438726348640716
 01/01  05:50:00,0.37373,38.13,30.28,30.03,86.81,46.3125,0.355499957317736,0.382511142160229,0.334866872561417,0.571713965731501,0.432890233756611, 08/01  05:50:00,0.4247,34.68,20.15,93.23,93.11,60.2925,0.461384456666907,0.241176274619505,0.643321019850875,0.452840146023893,0.473581399120336,0.465437216638053,0.457293034155772,0.44914885167349,0.441004669191209
 01/01  05:55:00,0.37373,38.13,30.28,30.03,86.81,46.3125,0.355499957317736,0.382511142160229,0.334866872561417,0.571713965731501,0.432890233756611, 08/01  05:55:00,0.4247,34.68,20.15,93.23,93.11,60.2925,0.461384456666907,0.241176274619505,0.643321019850875,0.452840146023893,0.473581399120336,0.465437216638053,0.457293034155772,0.44914885167349,0.441004669191209
 01/01  06:00:00,0.37373,38.13,30.28,30.03,86.81,46.3125,0.355499957317736,0.382511142160229,0.334866872561417,0.571713965731501,0.432890233756611, 08/01  06:00:00,0.4247,34.68,20.15,93.23,93.11,60.2925,0.461384456666907,0.241176274619505,0.643321019850875,0.452840146023893,0.473581399120336,0.465437216638053,0.457293034155772,0.44914885167349,0.441004669191209
 01/01  06:05:00,0.37373,38.09,34.62,31.34,85.43,47.37,0.355127022665423,0.437336054874079,0.349474784751076,0.562625551116716,0.442774852859394, 08/01  06:05:00,0.4247,32.75,27.1,65.08,95.21,55.035,0.435707640018489,0.324361143532933,0.449075747848278,0.463053488378637,0.432285148245431,0.43357112771365,0.43485710718187,0.43614308665009,0.437429066118309
