JanDateTime,TOU_Winter,2018-01,2019-01,2020-01-01_14,2021-01-01_14,2022-01-01_14,01_Avg,AugDateTime,TOU_Summer,2018-08-01_14,2019-08-01_14,2020-08-01_14,2021-08-01_14,2022-08-01_14,08_Avg
 01/01  02:10:00,0,0.149023929453764,0.101429370281028,0.114666489439923,0.106785432970643,0.144125666411822,0.126421106216989, 08/01  02:10:00,0,0.090213159001535,0.011731669144056,0.087343744871295,0.087233178699923,0.096401520935351,0.054024518181805
 01/01  02:15:00,0,0.149023929453764,0.101429370281028,0.114666489439923,0.106785432970643,0.144125666411822,0.126421106216989, 08/01  02:15:00,0,0.090213159001535,0.011731669144056,0.087343744871295,0.087233178699923,0.096401520935351,0.054024518181805
 01/01  02:20:00,0,0.149567217566975,0.10319620447302,0.111938574596807,0.107082885430172,0.120578655492341,0.120509374097459, 08/01  02:20:00,0,0.089565934350861,0.011677977294426,0.087227981127264,0.086509781608265,0.09071009570135,0.052352077406267
 01/01  02:25:00,0,0.149567217566975,0.10319620447302,0.111938574596807,0.107082885430172,0.120578655492341,0.120509374097459, 08/01  02:25:00,0,0.089565934350861,0.011677977294426,0.087227981127264,0.086509781608265,0.09071009570135,0.052352077406267
 01/01  02:30:00,0,0.149567217566975,0.10319620447302,0.111938574596807,0.107082885430172,0.120578655492341,0.120509374097459, 08/01  02:30:00,0,0.089565934350861,0.011677977294426,0.087227981127264,0.086509781608265,0.09071009570135,0.052352077406267
 01/01  02:35:00,0,0.150001848057544,0.102083753315099,0.106953075055941,0.109611231336162,0.113793923532491,0.118401713080931, 08/01  02:35:00,0,0.089516147839271,0.011615336803192,0.086301871175017,0.085488515125924,0.089972615248493,0.051952053403976
 01/01  02:40:00,0,0.150001848057544,0.102083753315099,0.106953075055941,0.109611231336162,0.113793923532491,0.118401713080931, 08/01  02:40:00,0,0.089516147839271,0.011615336803192,0.086301871175017,0.085488515125924,0.089972615248493,0.051952053403976
 01/01  02:45:00,0,0.150001848057544,0.102083753315099,0.106953075055941,0.109611231336162,0.113793923532491,0.118401713080931, 08/01  02:45:00,0,0.089516147839271,0.011615336803192,0.086301871175017,0.085488515125924,0.089972615248493,0.051952053403976
 01/01  02:50:00,0,0.14978453281226,0.09979341269585,0.094254161131093,0.108867600187341,0.112746281097514,0.115767136810271, 08/01  02:50:00,0,0.089516147839271,0.011436363971093,0.08537576122277,0.085360856815632,0.086012665860329,0.050734959099132
 01/01  02:55:00,0,0.14978453281226,0.09979341269585,0.094254161131093,0.108867600187341,0.112746281097514,0.115767136810271, 08/01  02:55:00,0,0.089516147839271,0.011436363971093,0.08537576122277,0.085360856815632,0.086012665860329,0.050734959099132
 01/01  03:00:00,0,0.14978453281226,0.09979341269585,0.094254161131093,0.108867600187341,0.112746281097514,0.115767136810271, 08/01  03:00:00,0,0.089516147839271,0.011436363971093,0.08537576122277,0.085360856815632,0.086012665860329,0.050734959099132
 01/01  03:05:00,0,0.151849027642461,0.103588834293463,0.095288887450896,0.11169339855286,0.113993474472486,0.117951907376184, 08/01  03:05:00,0,0.089466361327681,0.011105264231711,0.083639305062307,0.086722545458752,0.084858348629771,0.050275357053946
 01/01  03:10:00,0,0.151849027642461,0.103588834293463,0.095288887450896,0.11169339855286,0.113993474472486,0.117951907376184, 08/01  03:10:00,0,0.089466361327681,0.011105264231711,0.083639305062307,0.086722545458752,0.084858348629771,0.050275357053946
 01/01  03:15:00,0,0.151849027642461,0.103588834293463,0.095288887450896,0.11169339855286,0.113993474472486,0.117951907376184, 08/01  03:15:00,0,0.089466361327681,0.011105264231711,0.083639305062307,0.086722545458752,0.084858348629771,0.050275357053946
 01/01  03:20:00,0,0.151631712397177,0.104766723754791,0.090491519968175,0.115709006756491,0.110850547167556,0.117360734164231, 08/01  03:20:00,0,0.089516147839271,0.011105264231711,0.082771076982076,0.0859140428269,0.082661939454959,0.049551909390227
 01/01  03:25:00,0,0.151631712397177,0.104766723754791,0.090491519968175,0.115709006756491,0.110850547167556,0.117360734164231, 08/01  03:25:00,0,0.089516147839271,0.011105264231711,0.082771076982076,0.0859140428269,0.082661939454959,0.049551909390227
 01/01  03:30:00,0,0.151631712397177,0.104766723754791,0.090491519968175,0.115709006756491,0.110850547167556,0.117360734164231, 08/01  03:30:00,0,0.089516147839271,0.011105264231711,0.082771076982076,0.0859140428269,0.082661939454959,0.049551909390227
 01/01  03:35:00,0,0.15076245141604,0.106664434553597,0.086352614688966,0.121063151028,0.108904925502599,0.11738643734736, 08/01  03:35:00,0,0.089615720862452,0.010962085966032,0.082134376389906,0.082594926759293,0.080337272810085,0.048496526916097
 01/01  03:40:00,0,0.15076245141604,0.106664434553597,0.086352614688966,0.121063151028,0.108904925502599,0.11738643734736, 08/01  03:40:00,0,0.089615720862452,0.010962085966032,0.082134376389906,0.082594926759293,0.080337272810085,0.048496526916097
 01/01  03:45:00,0,0.15076245141604,0.106664434553597,0.086352614688966,0.121063151028,0.108904925502599,0.11738643734736, 08/01  03:45:00,0,0.089615720862452,0.010962085966032,0.082134376389906,0.082594926759293,0.080337272810085,0.048496526916097
 01/01  03:50:00,0,0.153478891982094,0.105355668485455,0.082778105584194,0.122476050210759,0.103616825592715,0.116165536148761, 08/01  03:50:00,0,0.089715293885632,0.010935240041217,0.082423785749983,0.080211971633831,0.073315176324191,0.04641129541479
 01/01  03:55:00,0,0.153478891982094,0.105355668485455,0.082778105584194,0.122476050210759,0.103616825592715,0.116165536148761, 08/01  03:55:00,0,0.089715293885632,0.010935240041217,0.082423785749983,0.080211971633831,0.073315176324191,0.04641129541479
 01/01  04:00:00,0,0.153478891982094,0.105355668485455,0.082778105584194,0.122476050210759,0.103616825592715,0.116165536148761, 08/01  04:00:00,0,0.089715293885632,0.010935240041217,0.082423785749983,0.080211971633831,0.073315176324191,0.04641129541479
 01/01  04:05:00,0,0.148752285397159,0.104439532237755,0.065846220351063,0.128722551860852,0.041057605904095,0.097517876789114, 08/01  04:05:00,0,0.089814866908813,0.011051572382081,0.081208266437659,0.080211971633831,0.070429383247796,0.045619758559192
 01/01  04:10:00,0,0.148752285397159,0.104439532237755,0.065846220351063,0.128722551860852,0.041057605904095,0.097517876789114, 08/01  04:10:00,0,0.089814866908813,0.011051572382081,0.081208266437659,0.080211971633831,0.070429383247796,0.045619758559192
 01/01  04:15:00,0,0.148752285397159,0.104439532237755,0.065846220351063,0.128722551860852,0.041057605904095,0.097517876789114, 08/01  04:15:00,0,0.089814866908813,0.011051572382081,0.081208266437659,0.080211971633831,0.070429383247796,0.045619758559192
 01/01  04:20:00,0,0.15326157673681,0.103523395990055,0.084095029991215,0.124855669886985,0.063257647978605,0.105948520855226, 08/01  04:20:00,0,0.089765080397223,0.011114212873316,0.081034620821613,0.079190705151491,0.074822201597419,0.046696418905785
 01/01  04:25:00,0,0.15326157673681,0.103523395990055,0.084095029991215,0.124855669886985,0.063257647978605,0.105948520855226, 08/01  04:25:00,0,0.089765080397223,0.011114212873316,0.081034620821613,0.079190705151491,0.074822201597419,0.046696418905785
 01/01  04:30:00,0,0.15326157673681,0.103523395990055,0.084095029991215,0.124855669886985,0.063257647978605,0.105948520855226, 08/01  04:30:00,0,0.089765080397223,0.011114212873316,0.081034620821613,0.079190705151491,0.074822201597419,0.046696418905785
 01/01  04:35:00,0,0.156901607095323,0.105290230182048,0.086634812776185,0.125301848576277,0.099575919057804,0.116936631642613, 08/01  04:35:00,0,0.090462091559486,0.011391620763069,0.079819101509288,0.078680071910321,0.075094748721301,0.046819830566067
 01/01  04:40:00,0,0.156901607095323,0.105290230182048,0.086634812776185,0.125301848576277,0.099575919057804,0.116936631642613, 08/01  04:40:00,0,0.090462091559486,0.011391620763069,0.079819101509288,0.078680071910321,0.075094748721301,0.046819830566067
 01/01  04:45:00,0,0.156901607095323,0.105290230182048,0.086634812776185,0.125301848576277,0.099575919057804,0.116936631642613, 08/01  04:45:00,0,0.090462091559486,0.011391620763069,0.079819101509288,0.078680071910321,0.075094748721301,0.046819830566067
 01/01  04:50:00,0,0.163421064453855,0.106402681339969,0.088233935270425,0.124037675623282,0.105911661402665,0.12032945181556, 08/01  04:50:00,0,0.090312732024715,0.011713771860846,0.076867126036501,0.077701358198078,0.075271102742636,0.046692163331293
 01/01  04:55:00,0,0.163421064453855,0.106402681339969,0.088233935270425,0.124037675623282,0.105911661402665,0.12032945181556, 08/01  04:55:00,0,0.090312732024715,0.011713771860846,0.076867126036501,0.077701358198078,0.075271102742636,0.046692163331293
 01/01  05:00:00,0,0.163421064453855,0.106402681339969,0.088233935270425,0.124037675623282,0.105911661402665,0.12032945181556, 08/01  05:00:00,0,0.090312732024715,0.011713771860846,0.076867126036501,0.077701358198078,0.075271102742636,0.046692163331293
 01/01  05:05:00,0,0.162823447529323,0.110132664634174,0.087293274979695,0.132663796949602,0.10840604815261,0.122925473311528, 08/01  05:05:00,0,0.091059529698569,0.012018025675413,0.073509977459606,0.077275830497102,0.077675930306299,0.047249643589805
 01/01  05:10:00,0,0.162823447529323,0.110132664634174,0.087293274979695,0.132663796949602,0.10840604815261,0.122925473311528, 08/01  05:10:00,0,0.091059529698569,0.012018025675413,0.073509977459606,0.077275830497102,0.077675930306299,0.047249643589805
 01/01  05:15:00,0,0.162823447529323,0.110132664634174,0.087293274979695,0.132663796949602,0.10840604815261,0.122925473311528, 08/01  05:15:00,0,0.091059529698569,0.012018025675413,0.073509977459606,0.077275830497102,0.077675930306299,0.047249643589805
 01/01  05:20:00,0,0.170483809925597,0.110263541240988,0.10149724536971,0.129466183009673,0.076078795873323,0.117823391460542, 08/01  05:20:00,0,0.091856113884013,0.012188049865907,0.07269963125139,0.07799922758876,0.078301185472851,0.047577322825725
 01/01  05:25:00,0,0.170483809925597,0.110263541240988,0.10149724536971,0.129466183009673,0.076078795873323,0.117823391460542, 08/01  05:25:00,0,0.091856113884013,0.012188049865907,0.07269963125139,0.07799922758876,0.078301185472851,0.047577322825725
 01/01  05:30:00,0,0.170483809925597,0.110263541240988,0.10149724536971,0.129466183009673,0.076078795873323,0.117823391460542, 08/01  05:30:00,0,0.091856113884013,0.012188049865907,0.07269963125139,0.07799922758876,0.078301185472851,0.047577322825725
 01/01  05:35:00,0,0.170538138736918,0.110917924275059,0.101873509486002,0.128871278090616,0.012422046014726,0.101514721765579, 08/01  05:35:00,0,0.092702484581047,0.01237597133961,0.073509977459606,0.076680091715737,0.078365314207882,0.047683712188036
 01/01  05:40:00,0,0.170538138736918,0.110917924275059,0.101873509486002,0.128871278090616,0.012422046014726,0.101514721765579, 08/01  05:40:00,0,0.092702484581047,0.01237597133961,0.073509977459606,0.076680091715737,0.078365314207882,0.047683712188036
 01/01  05:45:00,0,0.170538138736918,0.110917924275059,0.101873509486002,0.128871278090616,0.012422046014726,0.101514721765579, 08/01  05:45:00,0,0.092702484581047,0.01237597133961,0.073509977459606,0.076680091715737,0.078365314207882,0.047683712188036
 01/01  05:50:00,0,0.170592467548239,0.112750196770459,0.087669539095987,0.129243093665027,0.07029181861345,0.114918931767034, 08/01  05:50:00,0,0.09315056318536,0.012608636021338,0.071947166915189,0.075616272463299,0.078301185472851,0.047594345123695
 01/01  05:55:00,0,0.170592467548239,0.112750196770459,0.087669539095987,0.129243093665027,0.07029181861345,0.114918931767034, 08/01  05:55:00,0,0.09315056318536,0.012608636021338,0.071947166915189,0.075616272463299,0.078301185472851,0.047594345123695
 01/01  06:00:00,0.306533,0.170592467548239,0.112750196770459,0.087669539095987,0.129243093665027,0.07029181861345,0.114918931767034, 08/01  06:00:00,0.306533,0.09315056318536,0.012608636021338,0.071947166915189,0.075616272463299,0.078301185472851,0.047594345123695
 01/01  06:05:00,0.306533,0.175536389378459,0.117527192919178,0.094912623334604,0.131250897766842,0.038164117274159,0.110086733338897, 08/01  06:05:00,0.306533,0.094295652951935,0.012680225154178,0.07142623006705,0.077190724956907,0.078718022250553,0.047956068955554
 01/01  06:10:00,0.306533,0.175536389378459,0.117527192919178,0.094912623334604,0.131250897766842,0.038164117274159,0.110086733338897, 08/01  06:10:00,0.306533,0.094295652951935,0.012680225154178,0.07142623006705,0.077190724956907,0.078718022250553,0.047956068955554
 01/01  06:15:00,0.306533,0.175536389378459,0.117527192919178,0.094912623334604,0.131250897766842,0.038164117274159,0.110086733338897, 08/01  06:15:00,0.306533,0.094295652951935,0.012680225154178,0.07142623006705,0.077190724956907,0.078718022250553,0.047956068955554
 01/01  06:20:00,0.306533,0.177383568963376,0.117658069525992,0.093219434811291,0.130730355962668,0.020653522289545,0.10571719220707, 08/01  06:20:00,0.306533,0.094843304579428,0.013002376251955,0.072931158739451,0.078424755289735,0.080080757869961,0.048751861385644
 01/01  06:25:00,0.306533,0.177383568963376,0.117658069525992,0.093219434811291,0.130730355962668,0.020653522289545,0.10571719220707, 08/01  06:25:00,0.306533,0.094843304579428,0.013002376251955,0.072931158739451,0.078424755289735,0.080080757869961,0.048751861385644
 01/01  06:30:00,0.306533,0.177383568963376,0.117658069525992,0.093219434811291,0.130730355962668,0.020653522289545,0.10571719220707, 08/01  06:30:00,0.306533,0.094843304579428,0.013002376251955,0.072931158739451,0.078424755289735,0.080080757869961,0.048751861385644
 01/01  06:35:00,0.306533,0.177981185887908,0.117788946132806,0.097640538177719,0.130730355962668,0.073883735533371,0.120200935899919, 08/01  06:35:00,0.306533,0.094594372021477,0.01295763304393,0.07472549677193,0.076382222325054,0.081812233715798,0.049096562919534
 01/01  06:40:00,0.306533,0.177981185887908,0.117788946132806,0.097640538177719,0.130730355962668,0.073883735533371,0.120200935899919, 08/01  06:40:00,0.306533,0.094594372021477,0.01295763304393,0.07472549677193,0.076382222325054,0.081812233715798,0.049096562919534
 01/01  06:45:00,0.306533,0.177981185887908,0.117788946132806,0.097640538177719,0.130730355962668,0.073883735533371,0.120200935899919, 08/01  06:45:00,0.306533,0.094594372021477,0.01295763304393,0.07472549677193,0.076382222325054,0.081812233715798,0.049096562919534
 01/01  06:50:00,0.306533,0.180969270510569,0.117200001402142,0.100650651108054,0.130284177273376,0.099276592647811,0.127667710598716, 08/01  06:50:00,0.306533,0.094594372021477,0.012850249344671,0.074551851155884,0.067318482294282,0.084361350933281,0.048802928279554
 01/01  06:55:00,0.306533,0.180969270510569,0.117200001402142,0.100650651108054,0.130284177273376,0.099276592647811,0.127667710598716, 08/01  06:55:00,0.306533,0.094594372021477,0.012850249344671,0.074551851155884,0.067318482294282,0.084361350933281,0.048802928279554
 01/01  07:00:00,0.306533,0.180969270510569,0.117200001402142,0.100650651108054,0.130284177273376,0.099276592647811,0.127667710598716, 08/01  07:00:00,0.306533,0.094594372021477,0.012850249344671,0.074551851155884,0.067318482294282,0.084361350933281,0.048802928279554
 01/01  07:05:00,0.306533,0.174612799586,0.11726543970555,0.110527584160713,0.130284177273376,0.099027153972817,0.127462085133689, 08/01  07:05:00,0.306533,0.094395225975116,0.012886043911091,0.0761146617003,0.070765256672181,0.082421456698593,0.048747605811152
 01/01  07:10:00,0.306533,0.174612799586,0.11726543970555,0.110527584160713,0.130284177273376,0.099027153972817,0.127462085133689, 08/01  07:10:00,0.306533,0.094395225975116,0.012886043911091,0.0761146617003,0.070765256672181,0.082421456698593,0.048747605811152
 01/01  07:15:00,0.306533,0.174612799586,0.11726543970555,0.110527584160713,0.130284177273376,0.099027153972817,0.127462085133689, 08/01  07:15:00,0.306533,0.094395225975116,0.012886043911091,0.0761146617003,0.070765256672181,0.082421456698593,0.048747605811152
 01/01  07:20:00,0.306533,0.174830114831285,0.118377890863471,0.097358340090501,0.130358540388258,0.04579694072899,0.112232949130117, 08/01  07:20:00,0.306533,0.094942877602609,0.013100811309609,0.07802476347681,0.082041740748025,0.085900440574025,0.051088171782006
 01/01  07:25:00,0.306533,0.174830114831285,0.118377890863471,0.097358340090501,0.130358540388258,0.04579694072899,0.112232949130117, 08/01  07:25:00,0.306533,0.094942877602609,0.013100811309609,0.07802476347681,0.082041740748025,0.085900440574025,0.051088171782006
 01/01  07:30:00,0.306533,0.174830114831285,0.118377890863471,0.097358340090501,0.130358540388258,0.04579694072899,0.112232949130117, 08/01  07:30:00,0.306533,0.094942877602609,0.013100811309609,0.07802476347681,0.082041740748025,0.085900440574025,0.051088171782006
 01/01  07:35:00,0.306533,0.177274911340734,0.119032273897542,0.093313500840364,0.131399623996607,0.009827883794783,0.103301092993002, 08/01  07:35:00,0.306533,0.095092237137379,0.013360321916152,0.078603582196964,0.085105540195047,0.086557760108092,0.051747785828337
 01/01  07:40:00,0.306533,0.177274911340734,0.119032273897542,0.093313500840364,0.131399623996607,0.009827883794783,0.103301092993002, 08/01  07:40:00,0.306533,0.095092237137379,0.013360321916152,0.078603582196964,0.085105540195047,0.086557760108092,0.051747785828337
 01/01  07:45:00,0.306533,0.177274911340734,0.119032273897542,0.093313500840364,0.131399623996607,0.009827883794783,0.103301092993002, 08/01  07:45:00,0.306533,0.095092237137379,0.013360321916152,0.078603582196964,0.085105540195047,0.086557760108092,0.051747785828337
 01/01  07:50:00,0.306533,0.175047430076569,0.118247014256656,0.109398791811838,0.133109975638894,0.070441481818447,0.120727851154051, 08/01  07:50:00,0.306533,0.095590102253282,0.013601935239485,0.079298164661149,0.085743831746509,0.088160978483867,0.052445700045101
 01/01  07:55:00,0.306533,0.175047430076569,0.118247014256656,0.109398791811838,0.133109975638894,0.070441481818447,0.120727851154051, 08/01  07:55:00,0.306533,0.095590102253282,0.013601935239485,0.079298164661149,0.085743831746509,0.088160978483867,0.052445700045101
 01/01  08:00:00,0.306533,0.175047430076569,0.118247014256656,0.109398791811838,0.133109975638894,0.070441481818447,0.120727851154051, 08/01  08:00:00,0.306533,0.095590102253282,0.013601935239485,0.079298164661149,0.085743831746509,0.088160978483867,0.052445700045101
 01/01  08:05:00,0.306533,0.174286826718074,0.121322614516791,0.113161432974756,0.132812523179366,0.10157142845776,0.129634004108038, 08/01  08:05:00,0.306533,0.096187540392365,0.014469953475162,0.079124519045103,0.089148053354311,0.093676049696533,0.054701154526106
 01/01  08:10:00,0.306533,0.174286826718074,0.121322614516791,0.113161432974756,0.132812523179366,0.10157142845776,0.129634004108038, 08/01  08:10:00,0.306533,0.096187540392365,0.014469953475162,0.079124519045103,0.089148053354311,0.093676049696533,0.054701154526106
 01/01  08:15:00,0.306533,0.174286826718074,0.121322614516791,0.113161432974756,0.132812523179366,0.10157142845776,0.129634004108038, 08/01  08:15:00,0.306533,0.096187540392365,0.014469953475162,0.079124519045103,0.089148053354311,0.093676049696533,0.054701154526106
 01/01  08:20:00,0.306533,0.179774036661504,0.122369627371305,0.114384291352704,0.131771439571017,0.096981756837862,0.129942442305579, 08/01  08:20:00,0.306533,0.098228787367565,0.015096358387507,0.080166392741381,0.095573521639037,0.09633739220032,0.056599140749744
 01/01  08:25:00,0.306533,0.179774036661504,0.122369627371305,0.114384291352704,0.131771439571017,0.096981756837862,0.129942442305579, 08/01  08:25:00,0.306533,0.098228787367565,0.015096358387507,0.080166392741381,0.095573521639037,0.09633739220032,0.056599140749744
 01/01  08:30:00,0.306533,0.179774036661504,0.122369627371305,0.114384291352704,0.131771439571017,0.096981756837862,0.129942442305579, 08/01  08:30:00,0.306533,0.098228787367565,0.015096358387507,0.080166392741381,0.095573521639037,0.09633739220032,0.056599140749744
 01/01  08:35:00,0.306533,0.176731623227523,0.124659967990554,0.114854621498069,0.130507266618022,0.004140682004909,0.105601527882993, 08/01  08:35:00,0.306533,0.099523236668912,0.015686968733432,0.080860975205566,0.099616034798302,0.092954601427435,0.056548073855835
 01/01  08:40:00,0.306533,0.176731623227523,0.124659967990554,0.114854621498069,0.130507266618022,0.004140682004909,0.105601527882993, 08/01  08:40:00,0.306533,0.099523236668912,0.015686968733432,0.080860975205566,0.099616034798302,0.092954601427435,0.056548073855835
 01/01  08:45:00,0.306533,0.176731623227523,0.124659967990554,0.114854621498069,0.130507266618022,0.004140682004909,0.105601527882993, 08/01  08:45:00,0.306533,0.099523236668912,0.015686968733432,0.080860975205566,0.099616034798302,0.092954601427435,0.056548073855835
 01/01  08:50:00,0.306533,0.177383568963376,0.12564154254166,0.116077479876017,0.129168730550145,-0.000648540554986,0.104650510107242, 08/01  08:50:00,0.306533,0.100419393877536,0.015624328242198,0.080571565845489,0.095956496569915,0.087471594582284,0.054752221420016
 01/01  08:55:00,0.306533,0.177383568963376,0.12564154254166,0.116077479876017,0.129168730550145,-0.000648540554986,0.104650510107242, 08/01  08:55:00,0.306533,0.100419393877536,0.015624328242198,0.080571565845489,0.095956496569915,0.087471594582284,0.054752221420016
 01/01  09:00:00,0.306533,0.177383568963376,0.12564154254166,0.116077479876017,0.129168730550145,-0.000648540554986,0.104650510107242, 08/01  09:00:00,0.306533,0.100419393877536,0.015624328242198,0.080571565845489,0.095956496569915,0.087471594582284,0.054752221420016
 01/01  09:05:00,0.306533,0.199712710416346,0.128520827891573,0.126048478957749,0.128796914975734,-0.001047642434977,0.111693182284421, 08/01  09:05:00,0.306533,0.103456371084541,0.015892787490345,0.081613439541767,0.091616114019968,0.079712017643533,0.052722312387111
